Date,inflation_rate,gdp_growth_rate,unemployment_rate,interest_rate,nominal_interest_rate,ppp,Close,High,Low,Open,Volume,price_return,inflation_adjusted_return,real_interest_rate,unemployment_rate_impact,ppp_adjusted_price
2021-09-19,,,,0.08,0.25,1.0,47260.21875,48328.3671875,46919.8046875,48268.85546875,26967722648.0,-0.021089044077959085,,,,47260.21875
2021-09-20,,,,0.08,0.25,1.0,42843.80078125,47328.19921875,42598.9140625,47261.40625,43909845642.0,-0.09344895316951951,,,,42843.80078125
2021-09-21,,,,0.08,0.25,1.0,40693.67578125,43607.609375,39787.609375,43012.234375,48701090088.0,-0.050185206746199196,,,,40693.67578125
2021-09-22,,,,0.08,0.25,1.0,43574.5078125,43978.62109375,40625.6328125,40677.953125,38139709246.0,0.07079311406361999,,,,43574.5078125
2021-09-23,,,,0.08,0.25,1.0,44895.09765625,44942.17578125,43109.33984375,43560.296875,34244064430.0,0.0303064775724482,,,,44895.09765625
2021-09-24,,,,0.08,0.25,1.0,42839.75,45080.4921875,40936.55859375,44894.30078125,42839345714.0,-0.04578111561282838,,,,42839.75
2021-09-25,,,,0.08,0.25,1.0,42716.59375,42996.2578125,41759.921875,42840.890625,31604717236.0,-0.002874812528084303,,,,42716.59375
2021-09-26,,,,0.08,0.25,1.0,43208.5390625,43919.30078125,40848.4609375,42721.62890625,30661222077.0,0.011516492054097771,,,,43208.5390625
2021-09-27,,,,0.08,0.25,1.0,42235.73046875,44313.24609375,42190.6328125,43234.18359375,30980029059.0,-0.02251426719942695,,,,42235.73046875
2021-09-28,,,,0.08,0.25,1.0,41034.54296875,42775.14453125,40931.6640625,42200.8984375,30214940550.0,-0.02844007873591181,,,,41034.54296875
2021-09-29,,,,0.08,0.25,1.0,41564.36328125,42545.2578125,40829.66796875,41064.984375,30602359905.0,0.012911568502261384,,,,41564.36328125
2021-09-30,,,,0.08,0.25,1.0,43790.89453125,44092.6015625,41444.58203125,41551.26953125,31141681925.0,0.05356827518164842,,,,43790.89453125
2021-10-01,,,,0.08,0.25,1.0,48116.94140625,48436.01171875,43320.0234375,43816.7421875,42850641582.0,0.09878873042688929,,,,48116.94140625
2021-10-02,,,,0.08,0.25,1.0,47711.48828125,48282.0625,47465.49609375,48137.46875,30614346492.0,-0.008426411013467638,,,,47711.48828125
2021-10-03,,,,0.08,0.25,1.0,48199.953125,49130.69140625,47157.2890625,47680.02734375,26638115879.0,0.010237887379882071,,,,48199.953125
2021-10-04,,,,0.08,0.25,1.0,49112.90234375,49456.77734375,47045.00390625,48208.90625,33383173002.0,0.018940873580984396,,,,49112.90234375
2021-10-05,,,,0.08,0.25,1.0,51514.8125,51839.984375,49072.83984375,49174.9609375,35873904236.0,0.048905889117254686,,,,51514.8125
2021-10-06,,,,0.08,0.25,1.0,55361.44921875,55568.46484375,50488.19140625,51486.6640625,49034730168.0,0.0746704982911468,,,,55361.44921875
2021-10-07,,,,0.08,0.25,1.0,53805.984375,55338.625,53525.46875,55338.625,36807860413.0,-0.02809653406297008,,,,53805.984375
2021-10-08,,,,0.08,0.25,1.0,53967.84765625,55922.98046875,53688.0546875,53802.14453125,34800873924.0,0.0030082765538104184,,,,53967.84765625
2021-10-09,,,,0.08,0.25,1.0,54968.22265625,55397.9453125,53735.14453125,53929.78125,32491211414.0,0.01853649985027972,,,,54968.22265625
2021-10-10,,,,0.08,0.25,1.0,54771.578125,56401.3046875,54264.2578125,54952.8203125,39527792364.0,-0.003577422040362044,,,,54771.578125
2021-10-11,,,,0.08,0.25,1.0,57484.7890625,57793.0390625,54519.765625,54734.125,42637331698.0,0.04953684064585273,,,,57484.7890625
2021-10-12,,,,0.08,0.25,1.0,56041.05859375,57627.87890625,54477.97265625,57526.83203125,41083758949.0,-0.025114999851183484,,,,56041.05859375
2021-10-13,,,,0.08,0.25,1.0,57401.09765625,57688.66015625,54370.97265625,56038.2578125,41684252783.0,0.02426861834211813,,,,57401.09765625
2021-10-14,,,,0.08,0.25,1.0,57321.5234375,58478.734375,56957.07421875,57372.83203125,36615791366.0,-0.001386283921372633,,,,57321.5234375
2021-10-15,,,,0.08,0.25,1.0,61593.94921875,62757.12890625,56868.14453125,57345.90234375,51780081801.0,0.07453440740995654,,,,61593.94921875
2021-10-16,,,,0.08,0.25,1.0,60892.1796875,62274.4765625,60206.12109375,61609.52734375,34250964237.0,-0.01139348166745524,,,,60892.1796875
2021-10-17,,,,0.08,0.25,1.0,61553.6171875,61645.5234375,59164.46875,60887.65234375,29032367511.0,0.01086243756414218,,,,61553.6171875
2021-10-18,,,,0.08,0.25,1.0,62026.078125,62614.66015625,60012.7578125,61548.8046875,38055562075.0,0.007675599893030238,,,,62026.078125
2021-10-19,,,,0.08,0.25,1.0,64261.9921875,64434.53515625,61622.93359375,62043.1640625,40471196346.0,0.036047967727284025,,,,64261.9921875
2021-10-20,,,,0.08,0.25,1.0,65992.8359375,66930.390625,63610.67578125,64284.5859375,40788955582.0,0.026934175102288238,,,,65992.8359375
2021-10-21,,,,0.08,0.25,1.0,62210.171875,66600.546875,62117.41015625,66002.234375,45908121370.0,-0.057319313661295834,,,,62210.171875
2021-10-22,,,,0.08,0.25,1.0,60692.265625,63715.0234375,60122.796875,62237.890625,38434082775.0,-0.024399647264276236,,,,60692.265625
2021-10-23,,,,0.08,0.25,1.0,61393.6171875,61743.87890625,59826.5234375,60694.62890625,26882546034.0,0.011555863919028075,,,,61393.6171875
2021-10-24,,,,0.08,0.25,1.0,60930.8359375,61505.8046875,59643.34375,61368.34375,27316183882.0,-0.007537937512081094,,,,60930.8359375
2021-10-25,,,,0.08,0.25,1.0,63039.82421875,63729.32421875,60691.80078125,60893.92578125,31064911614.0,0.0346128236844363,,,,63039.82421875
2021-10-26,,,,0.08,0.25,1.0,60363.79296875,63229.02734375,59991.16015625,63032.76171875,34878965587.0,-0.04244985266320056,,,,60363.79296875
2021-10-27,,,,0.08,0.25,1.0,58482.38671875,61435.18359375,58208.1875,60352.0,43657076893.0,-0.03116779376295975,,,,58482.38671875
2021-10-28,,,,0.08,0.25,1.0,60622.13671875,62128.6328125,58206.91796875,58470.73046875,45257083247.0,0.03658793903693369,,,,60622.13671875
2021-10-29,,,,0.08,0.25,1.0,62227.96484375,62927.609375,60329.96484375,60624.87109375,36856881767.0,0.02648913766352501,,,,62227.96484375
2021-10-30,,,,0.08,0.25,1.0,61888.83203125,62330.14453125,60918.38671875,62239.36328125,32157938616.0,-0.005449845794435637,,,,61888.83203125
2021-10-31,,,,0.08,0.25,1.0,61318.95703125,62406.171875,60074.328125,61850.48828125,32241199927.0,-0.009208042570786446,,,,61318.95703125
2021-11-01,,,,0.08,0.25,1.0,61004.40625,62419.00390625,59695.18359375,61320.44921875,36150572843.0,-0.005129747739996526,,,,61004.40625
2021-11-02,,,,0.08,0.25,1.0,63226.40234375,64242.79296875,60673.0546875,60963.25390625,37746665647.0,0.03642353446805324,,,,63226.40234375
2021-11-03,,,,0.08,0.25,1.0,62970.046875,63516.9375,61184.23828125,63254.3359375,36124731509.0,-0.004054563588107407,,,,62970.046875
2021-11-04,,,,0.08,0.25,1.0,61452.23046875,63123.2890625,60799.6640625,62941.8046875,32615846901.0,-0.024103783966732184,,,,61452.23046875
2021-11-05,,,,0.08,0.25,1.0,61125.67578125,62541.46875,60844.609375,61460.078125,30605102446.0,-0.005313959884109654,,,,61125.67578125
2021-11-06,,,,0.08,0.25,1.0,61527.48046875,61590.68359375,60163.78125,61068.875,29094934221.0,0.006573419146120196,,,,61527.48046875
2021-11-07,,,,0.08,0.25,1.0,63326.98828125,63326.98828125,61432.48828125,61554.921875,24726754302.0,0.029247220896912562,,,,63326.98828125
2021-11-08,,,,0.08,0.25,1.0,67566.828125,67673.7421875,63344.06640625,63344.06640625,41125608330.0,0.06695154718111462,,,,67566.828125
2021-11-09,,,,0.08,0.25,1.0,66971.828125,68530.3359375,66382.0625,67549.734375,42357991721.0,-0.008806096371717143,,,,66971.828125
2021-11-10,,,,0.08,0.25,1.0,64995.23046875,68789.625,63208.11328125,66953.3359375,48730828378.0,-0.029513867421399387,,,,64995.23046875
2021-11-11,,,,0.08,0.25,1.0,64949.9609375,65579.015625,64180.48828125,64978.890625,35880633236.0,-0.0006965054346836919,,,,64949.9609375
2021-11-12,,,,0.08,0.25,1.0,64155.94140625,65460.81640625,62333.9140625,64863.98046875,36084893887.0,-0.01222509636324598,,,,64155.94140625
2021-11-13,,,,0.08,0.25,1.0,64469.52734375,64915.67578125,63303.734375,64158.12109375,30474228777.0,0.0048878705639170406,,,,64469.52734375
2021-11-14,,,,0.08,0.25,1.0,65466.83984375,65495.1796875,63647.80859375,64455.37109375,25122092191.0,0.015469517787564335,,,,65466.83984375
2021-11-15,,,,0.08,0.25,1.0,63557.87109375,66281.5703125,63548.14453125,65521.2890625,30558763548.0,-0.02915932332393234,,,,63557.87109375
2021-11-16,,,,0.08,0.25,1.0,60161.24609375,63721.1953125,59016.3359375,63721.1953125,46844335592.0,-0.05344145330150951,,,,60161.24609375
2021-11-17,,,,0.08,0.25,1.0,60368.01171875,60823.609375,58515.41015625,60139.62109375,39178392930.0,0.003436857419438999,,,,60368.01171875
2021-11-18,,,,0.08,0.25,1.0,56942.13671875,60948.5,56550.79296875,60360.13671875,41388338699.0,-0.05674983989800575,,,,56942.13671875
2021-11-19,,,,0.08,0.25,1.0,58119.578125,58351.11328125,55705.1796875,56896.12890625,38702407772.0,0.020677857806173483,,,,58119.578125
2021-11-20,,,,0.08,0.25,1.0,59697.1953125,59859.87890625,57469.7265625,58115.08203125,30624264863.0,0.027144333086984274,,,,59697.1953125
2021-11-21,,,,0.08,0.25,1.0,58730.4765625,60004.42578125,58618.9296875,59730.5078125,26123447605.0,-0.01619370466132397,,,,58730.4765625
2021-11-22,,,,0.08,0.25,1.0,56289.2890625,59266.359375,55679.83984375,58706.84765625,35036121783.0,-0.041565940596482776,,,,56289.2890625
2021-11-23,,,,0.08,0.25,1.0,57569.07421875,57875.515625,55632.76171875,56304.5546875,37485803899.0,0.022735855747423095,,,,57569.07421875
2021-11-24,,,,0.08,0.25,1.0,56280.42578125,57803.06640625,55964.22265625,57565.8515625,36635566789.0,-0.02238438701660228,,,,56280.42578125
2021-11-25,,,,0.08,0.25,1.0,57274.6796875,59367.96875,57146.68359375,57165.41796875,34284016248.0,0.017666069374003168,,,,57274.6796875
2021-11-26,,,,0.08,0.25,1.0,53569.765625,59183.48046875,53569.765625,58960.28515625,41810748221.0,-0.06468677053655503,,,,53569.765625
2021-11-27,,,,0.08,0.25,1.0,54815.078125,55329.2578125,53668.35546875,53736.4296875,30560857714.0,0.02324655494514305,,,,54815.078125
2021-11-28,,,,0.08,0.25,1.0,57248.45703125,57393.84375,53576.734375,54813.0234375,28116886357.0,0.044392510044424904,,,,57248.45703125
2021-11-29,,,,0.08,0.25,1.0,57806.56640625,58872.87890625,56792.52734375,57291.90625,32370840356.0,0.009748898117819094,,,,57806.56640625
2021-11-30,,,,0.08,0.25,1.0,57005.42578125,59113.40234375,56057.28125,57830.11328125,36708594618.0,-0.013858989986877734,,,,57005.42578125
2021-12-01,,,,0.08,0.25,1.0,57229.828125,59041.68359375,56553.08203125,56907.96484375,36858195307.0,0.003936508510805847,,,,57229.828125
2021-12-02,,,,0.08,0.25,1.0,56477.81640625,57349.234375,55895.1328125,57217.37109375,32379968686.0,-0.013140205787574133,,,,56477.81640625
2021-12-03,,,,0.08,0.25,1.0,53598.24609375,57482.16796875,52496.5859375,56509.1640625,39789134215.0,-0.05098586481791345,,,,53598.24609375
2021-12-04,,,,0.08,0.25,1.0,49200.703125,53904.6796875,42874.6171875,53727.87890625,61385677469.0,-0.08204639683653359,,,,49200.703125
2021-12-05,,,,0.08,0.25,1.0,49368.84765625,49768.1484375,47857.49609375,49201.51953125,37198201161.0,0.003417522933012007,,,,49368.84765625
2021-12-06,,,,0.08,0.25,1.0,50582.625,50929.51953125,47281.03515625,49413.48046875,37707308001.0,0.02458589579002135,,,,50582.625
2021-12-07,,,,0.08,0.25,1.0,50700.0859375,51934.78125,50175.80859375,50581.828125,33676814852.0,0.002322159783127109,,,,50700.0859375
2021-12-08,,,,0.08,0.25,1.0,50504.796875,51171.375,48765.98828125,50667.6484375,28479699446.0,-0.00385184874717448,,,,50504.796875
2021-12-09,,,,0.08,0.25,1.0,47672.12109375,50797.1640625,47358.3515625,50450.08203125,29603577251.0,-0.05608726213196957,,,,47672.12109375
2021-12-10,,,,0.08,0.25,1.0,47243.3046875,50015.25390625,47023.69921875,47642.14453125,30966005122.0,-0.00899511908452133,,,,47243.3046875
2021-12-11,,,,0.08,0.25,1.0,49362.5078125,49458.2109375,46942.34765625,47264.6328125,25775869261.0,0.044857216044006165,,,,49362.5078125
2021-12-12,,,,0.08,0.25,1.0,50098.3359375,50724.8671875,48725.8515625,49354.85546875,21939223599.0,0.014906619570362878,,,,50098.3359375
2021-12-13,,,,0.08,0.25,1.0,46737.48046875,50205.0,45894.84765625,50114.7421875,32166727776.0,-0.0670851717099511,,,,46737.48046875
2021-12-14,,,,0.08,0.25,1.0,46612.6328125,48431.3984375,46424.49609375,46709.82421875,34638619079.0,-0.00267125345649466,,,,46612.6328125
2021-12-15,,,,0.08,0.25,1.0,48896.72265625,49473.95703125,46671.96484375,48379.75390625,36541828520.0,0.04900151967252708,,,,48896.72265625
2021-12-16,,,,0.08,0.25,1.0,47665.42578125,49425.57421875,47529.87890625,48900.46484375,27268150947.0,-0.025181582897818466,,,,47665.42578125
2021-12-17,,,,0.08,0.25,1.0,46202.14453125,48004.89453125,45618.21484375,47653.73046875,32902725329.0,-0.030699007215741814,,,,46202.14453125
2021-12-18,,,,0.08,0.25,1.0,46848.77734375,47313.828125,45598.44140625,46219.25390625,26098292690.0,0.013995731563123393,,,,46848.77734375
2021-12-19,,,,0.08,0.25,1.0,46707.015625,48089.6640625,46502.953125,46853.8671875,25154053861.0,-0.0030259427628138713,,,,46707.015625
2021-12-20,,,,0.08,0.25,1.0,46880.27734375,47401.71875,45579.80859375,46707.0625,30961902129.0,0.003709543768351198,,,,46880.27734375
2021-12-21,,,,0.08,0.25,1.0,48936.61328125,49300.91796875,46698.7734375,46886.078125,27055803928.0,0.04386356169401262,,,,48936.61328125
2021-12-22,,,,0.08,0.25,1.0,48628.51171875,49544.796875,48450.94140625,48937.09765625,24447979559.0,-0.006295931447672265,,,,48628.51171875
2021-12-23,,,,0.08,0.25,1.0,50784.5390625,51332.33984375,48065.8359375,48626.34375,28223878108.0,0.04433669194360079,,,,50784.5390625
2021-12-24,,,,0.08,0.25,1.0,50822.1953125,51814.02734375,50514.49609375,50806.05078125,24367912228.0,0.0007414904357732066,,,,50822.1953125
2021-12-25,,,,0.08,0.25,1.0,50429.859375,51176.59765625,50236.70703125,50854.91796875,19030650914.0,-0.007719775485643066,,,,50429.859375
2021-12-26,,,,0.08,0.25,1.0,50809.515625,51196.37890625,49623.10546875,50428.69140625,20964372926.0,0.0075284019171428795,,,,50809.515625
2021-12-27,,,,0.08,0.25,1.0,50640.41796875,51956.328125,50499.46875,50802.609375,24324345758.0,-0.003328070621613999,,,,50640.41796875
2021-12-28,,,,0.08,0.25,1.0,47588.85546875,50679.859375,47414.2109375,50679.859375,33430376883.0,-0.06025942562091624,,,,47588.85546875
2021-12-29,,,,0.08,0.25,1.0,46444.7109375,48119.7421875,46201.49609375,47623.87109375,30049226299.0,-0.02404227880624954,,,,46444.7109375
2021-12-30,,,,0.08,0.25,1.0,47178.125,47879.96484375,46060.3125,46490.60546875,26686491018.0,0.01579112126431248,,,,47178.125
2021-12-31,,,,0.08,0.25,1.0,46306.4453125,48472.52734375,45819.953125,47169.37109375,36974172400.0,-0.018476352917798256,,,,46306.4453125
2022-01-01,,,4.0,0.08,0.25,1.0,47686.8125,47827.3125,46288.484375,46311.74609375,24582667004.0,0.029809396471367267,,,,47686.8125
2022-01-02,,,4.0,0.08,0.25,1.0,47345.21875,47881.40625,46856.9375,47680.92578125,27951569547.0,-0.007163274962024402,,,0.0,47345.21875
2022-01-03,,,4.0,0.08,0.25,1.0,46458.1171875,47510.7265625,45835.96484375,47343.54296875,33071628362.0,-0.0187368774698079,,,0.0,46458.1171875
2022-01-04,,,4.0,0.08,0.25,1.0,45897.57421875,47406.546875,45752.46484375,46458.8515625,42494677905.0,-0.012065555013512697,,,0.0,45897.57421875
2022-01-05,,,4.0,0.08,0.25,1.0,43569.00390625,46929.046875,42798.22265625,45899.359375,36851084859.0,-0.050734060615097554,,,0.0,43569.00390625
2022-01-06,,,4.0,0.08,0.25,1.0,43160.9296875,43748.71875,42645.5390625,43565.51171875,30208048289.0,-0.009366159015892994,,,0.0,43160.9296875
2022-01-07,,,4.0,0.08,0.25,1.0,41557.90234375,43153.5703125,41077.4453125,43153.5703125,84196607520.0,-0.03714070469186992,,,0.0,41557.90234375
2022-01-08,,,4.0,0.08,0.25,1.0,41733.94140625,42228.94140625,40672.27734375,41561.46484375,28066355845.0,0.004235994902819673,,,0.0,41733.94140625
2022-01-09,,,4.0,0.08,0.25,1.0,41911.6015625,42663.94921875,41338.16015625,41734.7265625,21294384372.0,0.004256970472081845,,,0.0,41911.6015625
2022-01-10,,,4.0,0.08,0.25,1.0,41821.26171875,42199.484375,39796.5703125,41910.23046875,32104232331.0,-0.0021554853640055605,,,0.0,41821.26171875
2022-01-11,,,4.0,0.08,0.25,1.0,42735.85546875,43001.15625,41407.75390625,41819.5078125,26327648900.0,0.021869109453241498,,,0.0,42735.85546875
2022-01-12,,,4.0,0.08,0.25,1.0,43949.1015625,44135.3671875,42528.98828125,42742.1796875,33499938689.0,0.028389418684672707,,,0.0,43949.1015625
2022-01-13,,,4.0,0.08,0.25,1.0,42591.5703125,44278.421875,42447.04296875,43946.7421875,47691135082.0,-0.030888714484173407,,,0.0,42591.5703125
2022-01-14,,,4.0,0.08,0.25,1.0,43099.69921875,43346.6875,41982.6171875,42598.87109375,23577403399.0,0.011930269358978673,,,0.0,43099.69921875
2022-01-15,,,4.0,0.08,0.25,1.0,43177.3984375,43724.671875,42669.03515625,43101.8984375,18371348298.0,0.001802778677309158,,,0.0,43177.3984375
2022-01-16,,,4.0,0.08,0.25,1.0,43113.87890625,43436.80859375,42691.0234375,43172.0390625,17902097845.0,-0.0014711291913973579,,,0.0,43113.87890625
2022-01-17,,,4.0,0.08,0.25,1.0,42250.55078125,43179.390625,41680.3203125,43118.12109375,21690904261.0,-0.020024366790964976,,,0.0,42250.55078125
2022-01-18,,,4.0,0.08,0.25,1.0,42375.6328125,42534.40234375,41392.21484375,42250.07421875,22417209227.0,0.0029604828561313745,,,0.0,42375.6328125
2022-01-19,,,4.0,0.08,0.25,1.0,41744.328125,42478.3046875,41242.9140625,42374.0390625,23091543258.0,-0.014897823244158781,,,0.0,41744.328125
2022-01-20,,,4.0,0.08,0.25,1.0,40680.41796875,43413.0234375,40672.82421875,41744.02734375,20382033940.0,-0.02548634039729203,,,0.0,40680.41796875
2022-01-21,,,4.0,0.08,0.25,1.0,36457.31640625,41060.52734375,35791.42578125,40699.60546875,43011992031.0,-0.10381165615712484,,,0.0,36457.31640625
2022-01-22,,,4.0,0.08,0.25,1.0,35030.25,36688.8125,34349.25,36471.58984375,39714385405.0,-0.039143484680769114,,,0.0,35030.25
2022-01-23,,,4.0,0.08,0.25,1.0,36276.8046875,36433.3125,34784.96875,35047.359375,26017975951.0,0.03558509252717301,,,0.0,36276.8046875
2022-01-24,,,4.0,0.08,0.25,1.0,36654.328125,37247.51953125,33184.05859375,36275.734375,41856658597.0,0.010406744495611076,,,0.0,36654.328125
2022-01-25,,,4.0,0.08,0.25,1.0,36954.00390625,37444.5703125,35779.4296875,36654.8046875,26428189594.0,0.008175727030871549,,,0.0,36954.00390625
2022-01-26,,,4.0,0.08,0.25,1.0,36852.12109375,38825.41015625,36374.90625,36950.515625,31324598034.0,-0.002757016878562668,,,0.0,36852.12109375
2022-01-27,,,4.0,0.08,0.25,1.0,37138.234375,37148.32421875,35629.28125,36841.87890625,25041426629.0,0.007763821260712289,,,0.0,37138.234375
2022-01-28,,,4.0,0.08,0.25,1.0,37784.33203125,37952.87890625,36211.109375,37128.4453125,22238830523.0,0.017397102127314046,,,0.0,37784.33203125
2022-01-29,,,4.0,0.08,0.25,1.0,38138.1796875,38576.26171875,37406.47265625,37780.71484375,17194183075.0,0.00936493083845824,,,0.0,38138.1796875
2022-01-30,,,4.0,0.08,0.25,1.0,37917.6015625,38266.33984375,37437.7109375,38151.91796875,14643548444.0,-0.005783656346668664,,,0.0,37917.6015625
2022-01-31,,,4.0,0.08,0.25,1.0,38483.125,38647.26171875,36733.57421875,37920.28125,20734730465.0,0.01491453610450133,,,0.0,38483.125
2022-02-01,,,3.8,0.08,0.25,1.0,38743.2734375,39115.1328125,38113.6640625,38481.765625,20288500328.0,0.00676006528835682,,,-0.20000000000000018,38743.2734375
2022-02-02,,,3.8,0.08,0.25,1.0,36952.984375,38834.6171875,36832.73046875,38743.71484375,19155189416.0,-0.046209029430310355,,,0.0,36952.984375
2022-02-03,,,3.8,0.08,0.25,1.0,37154.6015625,37154.6015625,36375.5390625,36944.8046875,18591534769.0,0.005456046132945147,,,0.0,37154.6015625
2022-02-04,,,3.8,0.08,0.25,1.0,41500.875,41527.78515625,37093.62890625,37149.265625,29412210792.0,0.116978066100073,,,0.0,41500.875
2022-02-05,,,3.8,0.08,0.25,1.0,41441.1640625,41847.1640625,41038.09765625,41501.48046875,19652846215.0,-0.001438787435204647,,,0.0,41441.1640625
2022-02-06,,,3.8,0.08,0.25,1.0,42412.43359375,42500.78515625,41244.90625,41441.12109375,16142097334.0,0.023437312952531153,,,0.0,42412.43359375
2022-02-07,,,3.8,0.08,0.25,1.0,43840.28515625,44401.86328125,41748.15625,42406.78125,28641855926.0,0.033665872045371525,,,0.0,43840.28515625
2022-02-08,,,3.8,0.08,0.25,1.0,44118.4453125,45293.8671875,42807.8359375,43854.65234375,33079398868.0,0.0063448528050995545,,,0.0,44118.4453125
2022-02-09,,,3.8,0.08,0.25,1.0,44338.796875,44727.80078125,43232.96875,44096.703125,23245887300.0,0.004994545046617338,,,0.0,44338.796875
2022-02-10,,,3.8,0.08,0.25,1.0,43565.11328125,45661.171875,43402.80859375,44347.80078125,32142048537.0,-0.01744935921313273,,,0.0,43565.11328125
